2.0, 3.3, 4.0, 46.9, 26.3, 26.8, 0
2.1, 3.4, 3.6, 39.1, 26.6, 34.3, 2
3.8, 3.2, 2.1, 25.2, 32.4, 42.4, 2
1.91, 3.5, 4.2, 44.7, 29.4, 25.9, 0
1.85, 3.3, 4.75, 47.6, 28.1, 24.4, 0
2.0, 3.2, 4.2, 58.9, 25.3, 15.8, 0
2.5, 3.1, 3.1, 40.9, 26.5, 32.6, 0
1.4, 5.0, 9.0, 68.1, 18.7, 13.2, 0
2.38, 3.25, 3.4, 35.4, 30.8, 33.7, 0
2.38, 3.25, 3.4, 44.4, 28.4, 27.3, 2
7.5, 5.0, 1.44, 10.8, 18.3, 71.0, 0
4.75, 3.4, 1.8, 16.9, 26.6, 56.5, 2
2.4, 3.3, 3.0, 44.7, 29.3, 26.0, 1
1.33, 5.25, 9.0, 66.2, 22.5, 11.3, 0
1.75, 3.75, 4.75, 63.6, 22.6, 13.8, 0
4.0, 3.3, 2.0, 22.4, 23.8, 53.8, 1
1.4, 4.75, 8.0, 74.6, 17.5, 7.9, 0
1.06, 13.0, 34.0, 81.9, 13.1, 4.9, 0
1.91, 3.2, 4.75, 43.1, 30.9, 26.0, 0
4.2, 3.4, 1.95, 18.1, 25.5, 56.4, 0
2.05, 3.3, 3.8, 43.1, 25.1, 31.8, 1
1.62, 4.0, 6.5, 60.8, 21.9, 17.4, 1
1.83, 3.75, 4.75, 47.6, 26.0, 26.4, 0
1.91, 3.75, 4.33, 52.9, 24.5, 22.6, 0
1.91, 3.4, 4.33, 62.7, 22.5, 14.8, 2
1.62, 3.75, 6.25, 42.9, 30.6, 26.5, 0
2.4, 3.1, 3.2, 35.9, 27.3, 36.8, 1
4.5, 3.5, 1.85, 19.9, 21.8, 58.4, 0
1.36, 4.75, 9.5, 72.6, 18.9, 8.5, 1
2.3, 3.2, 3.3, 46.0, 25.0, 29.0, 2
4.0, 3.6, 2.0, 19.9, 25.4, 54.7, 2
3.1, 3.1, 2.5, 29.3, 30.6, 40.2, 2
1.91, 3.5, 4.2, 44.7, 28.6, 26.7, 0
1.65, 3.6, 6.0, 55.3, 26.0, 18.7, 2
2.38, 3.25, 3.1, 38.5, 29.2, 32.2, 2
3.8, 3.4, 2.0, 19.9, 23.0, 57.1, 2
1.25, 6.0, 12.0, 73.5, 17.5, 9.0, 0
2.2, 3.4, 3.3, 46.3, 23.7, 30.0, 1
5.0, 4.2, 1.62, 19.1, 24.4, 56.5, 2
3.0, 3.4, 2.38, 30.7, 26.3, 43.0, 0
2.5, 3.4, 2.8, 28.4, 25.3, 46.3, 0
3.0, 3.5, 2.3, 32.6, 27.8, 39.6, 2
1.33, 5.0, 10.0, 71.8, 19.6, 8.6, 0
2.5, 3.4, 2.8, 36.8, 22.3, 40.9, 0
3.3, 3.3, 2.25, 29.8, 24.9, 45.3, 2
1.5, 4.0, 7.5, 63.4, 21.8, 14.9, 0
1.53, 4.0, 7.0, 71.5, 18.8, 9.7, 2
2.2, 3.25, 3.5, 41.0, 29.4, 29.5, 1
2.9, 3.1, 2.6, 45.9, 25.7, 28.4, 1
2.6, 3.0, 3.0, 25.5, 29.3, 45.2, 0
1.91, 3.5, 4.2, 45.4, 27.6, 27.0, 1
3.0, 3.1, 2.55, 22.6, 28.3, 49.1, 0
1.3, 5.5, 8.5, 68.8, 18.5, 12.7, 0
2.5, 3.25, 2.8, 40.1, 26.4, 33.5, 2
1.53, 4.0, 6.0, 62.6, 21.9, 15.5, 0
2.1, 3.3, 3.5, 48.0, 28.2, 23.7, 2
6.0, 3.8, 1.57, 14.5, 22.8, 62.7, 2
1.8, 3.5, 4.5, 49.9, 24.6, 25.5, 0
2.5, 3.1, 3.0, 28.3, 29.9, 41.8, 0
1.8, 3.75, 4.33, 56.8, 23.9, 19.3, 0
3.25, 3.6, 2.15, 19.5, 22.5, 58.0, 1
1.17, 7.5, 17.0, 72.6, 18.1, 9.3, 2
2.6, 3.25, 2.8, 38.6, 27.6, 33.8, 1
2.05, 3.4, 3.75, 46.9, 26.6, 26.5, 2
1.67, 4.5, 4.5, 50.2, 22.4, 27.5, 0
2.0, 3.2, 4.2, 47.5, 28.6, 23.9, 0
4.5, 3.3, 1.91, 19.3, 23.5, 57.2, 2
4.5, 3.6, 1.8, 18.4, 24.5, 57.2, 2
2.05, 3.4, 3.6, 42.7, 26.1, 31.2, 2
7.0, 4.33, 1.44, 15.8, 24.0, 60.2, 2
3.3, 3.4, 2.15, 29.4, 25.1, 45.5, 2
1.33, 5.0, 10.0, 65.1, 21.8, 13.1, 0
1.4, 4.5, 9.0, 63.9, 21.0, 15.1, 0
2.63, 3.25, 2.75, 26.4, 25.9, 47.7, 0
5.25, 3.75, 1.67, 11.7, 19.3, 69.0, 2
3.3, 3.3, 2.25, 27.3, 25.9, 46.8, 1
1.44, 4.5, 7.5, 69.1, 20.2, 10.8, 1
4.33, 3.4, 1.91, 24.7, 23.0, 52.4, 2
1.91, 3.2, 4.75, 54.7, 25.1, 20.2, 1
2.5, 3.4, 2.8, 37.1, 26.8, 36.0, 1
2.0, 3.75, 3.5, 48.8, 27.9, 23.3, 1
2.6, 3.2, 2.8, 46.7, 28.3, 25.1, 0
2.7, 3.5, 2.6, 31.1, 26.8, 42.1, 2
1.36, 5.0, 8.5, 65.7, 22.3, 12.0, 0
